Track name,Artist name,Album,Playlist name,Type,ISRC,Spotify - id
"Ronald","Falling In Reverse","Ronald","Favorite Songs","Favorite","USEP42414003","1xeIvccuZq4DiqqmZDSbAg"
"Into The Void","Nine Inch Nails","The Fragile","Favorite Songs","Favorite","USIR19902594","55Ilqi0tkzElAOqDPixuDU"
"Together","Nine Inch Nails","Ghosts V: Together","Favorite Songs","Favorite","TCAES2061964","7iiu6ce9zGfbvs0yBvsZeT"
"Sin","Nine Inch Nails","Pretty Hate Machine","Favorite Songs","Favorite","USUM70822891","603q8qCfQVX7uRVnDpRpqb"
"1,000,000","Nine Inch Nails","The Slip","Favorite Songs","Favorite","USTC50868762","7wWa2By6UumtuTAv1RAVfF"
"Amaga","t-Zhuk","Amaga","Favorite Songs","Favorite","RUA1D2200149","1xp2iWL87Py0sOFhY8QBMY"
"The Power","SNAP!","World Power","Favorite Songs","Favorite","DET189000100","3P5dVXm98CgVuEpcW2HsUk"
"STARTAFIGHT","Joey Valence & Brae","PUNK TACTICS","Favorite Songs","Favorite","TCAGG2294432","0MnJ73xPk7rQDw0lIu8kBh"
"Lie","Black Light Burns","Cruel Melody","Favorite Songs","Favorite","TCABF1292252","79Ed3mO1l2QtAwmmdsbwD7"
"Hot Dog","Limp Bizkit","Chocolate Starfish And The Hot Dog Flavored Water","Favorite Songs","Favorite","USIR10001173","6Zj3YsYfj8YTY9aGMDnpn8"
"Came Back Haunted","Nine Inch Nails","Hesitation Marks (Deluxe Version)","Favorite Songs","Favorite","USQX91301286","4CUJLKSpRcxbos2o0yXWRH"
"С новым годом, землячки!","Nogu Svelo!","Откровенные фотографии","Favorite Songs","Favorite","QMBZ91334068","4Rop48fzY7Aeb1WzmnE8C2"
"Poison","Tarja","My Winter Storm","Favorite Songs","Favorite","DEUM70710674","6RZOIthuCD95PLtDYpYy9d"
"(Can't You) Trip Like I Do","Filter","Spawn The Album (Soundtrack)","Favorite Songs","Favorite","USSM19701093","5Vip8qySvWP12QaJoPliOA"
"Disintegrate","Gravity Kills","Perversion","Favorite Songs","Favorite","USTV19800070","4pe5wy9Ek2hIuYUBNfdnHb"
"Tear You Apart","She Wants Revenge","She Wants Revenge","Favorite Songs","Favorite","USUM70503877","1XYHqSfJK9ud9nuRjQcbXi"
"Sick of The Silence","Mother Mother","Inside","Favorite Songs","Favorite","CAW112000407","41eXGUwpvve6nf3PfsHGpn"
"Burning Pile","Mother Mother","O My Heart","Favorite Songs","Favorite","CAL450882102","5ZpAU5f4jxj6i9XoKK0RaI"
"Reptilia","The Strokes","Room On Fire","Favorite Songs","Favorite","USRC10301519","57Xjny5yNzAcsxnusKmAfA"
"BBB","How To Destroy Angels","How To Destroy Angels","Favorite Songs","Favorite","US-TCF-10-42964","0aT3obZcWTHNb8cHth7vuT"
"So I Quit","Filter","The Amalgamut","Favorite Songs","Favorite","USRE10200416","55PRHYgiPxbGlghcACHkn7"
"She's Not Gone Yet but She's Leaving","The Fratellis","We Need Medicine","Favorite Songs","Favorite","GB5KW1301062","4V1fFZJij2G72iELt517X0"
"Rhinestone Eyes","Gorillaz","Plastic Beach","Favorite Songs","Favorite","GBAYE1000017","1foMv2HQwfQ2vntFf9HFeG"
"Call Me","Blondie","Atomic/Atomix","Favorite Songs","Favorite","USCH38900008","4qO03RMQm88DdpTJcxlglY"
"Military Fashion Show - Original Version","And One","Zerstörer","Favorite Songs","Favorite","DEBZ71100015","3Qx11nbdt7lVQ4ZdGJO5YG"
"You Walk Away","Filter","The Amalgamut","Favorite Songs","Favorite","USRE10200409","4Yf6ib9yTtsgWEOqRMpry1"
"Misirlou","Dick Dale & His Del-Tones","Misirlou","Favorite Songs","Favorite","UKU6H1988796","7iEy1J05kPIwNDx4qLavD9"
"Plastikshit II","Herr Kuchen","Frisch aus dem Ofen","Favorite Songs","Favorite","DELJ81738478","7xwInHvsmacawrDAruWxv2"
"Любовь","Dolphin","Глубина резкости","Favorite Songs","Favorite","QMFMG1593561","6Dwahul5BIUfUiKYir2FXz"
"Весна","Dolphin","Звезда","Favorite Songs","Favorite","US6R21523021","16s07AzsIWbQywqbaoOZGU"
"Я люблю людей","Dolphin","97<01","Favorite Songs","Favorite","QM4TX1702589","0TUf9w0vFhdCbLJp7HKG6W"
"Я буду жить","Dolphin","Глубина резкости","Favorite Songs","Favorite","QMFMG1593558","7ioJ6OmrcEgSFY9k1m0I5u"
"520","Dolphin","442","Favorite Songs","Favorite","QMPK41800098","1fhnlsDdCLs1Oi5X3oVCTD"
"ШлакваШаклассика!","Noize MC","Новый Альбом","Favorite Songs","Favorite","RUUM71800094","5jzliMBdTCy6utiZBtIVYU"
"Song for the Office Clerks","Lenin Was a Zombie","Sooner Than You and I Expected","Favorite Songs","Favorite","QZNJY2112222","0sQ8L2fSWpG5JvjzRvGB1v"
"Disco Disco Party Party - Original Version","Omar Sarsam","Disco Disco Party Party","Favorite Songs","Favorite","ATR980006747","5NiXn5MiLblEoiYHYiAcxo"
"Rock'n'roll Dragon","オレオレオナ","『BEASTARS FINAL SEASON』Original Soundtrack (Vol.1)","Favorite Songs","Favorite","JPV432500012","3LEUvUpj4ugZH736vrRiQ8"
"Mesopotamia","Black Light Burns","Cruel Melody","Favorite Songs","Favorite","TCABF1292249","0E3HHBLtg5qeAcUIVkpVmx"
"I Want You","Black Light Burns","The Moment You Realize You're Going to Fall","Favorite Songs","Favorite","TCAFZ2267894","09LDMOnfpFQtNPWv9tLh5T"
"Die Young","Kesha","Warrior (Expanded Edition)","Favorite Songs","Favorite","USRC11201008","7EQGXaVSyEDsCWKmUcfpLk"
"Rev 22:20 (Don't Shoot The Messenger Version)","Puscifer","Don't Shoot The Messenger","Favorite Songs","Favorite","USKJ70700012","3XDAxQgKndt2B31XFVLOsq"
"Bombshell","Powerman 5000","Anyone For Doomsday?","Favorite Songs","Favorite","USDW10110266","2yY4ojg6wfEFBGVZoJuXqK"
"Люблю ролевика","Mad Show Boys","Чудо из ниоткуда","Favorite Songs","Favorite","LVL152001860","0SxLZ3ZZSnLAxYSgv3SNgV"
"Пока не станет плохо","ЖЩ","Пустота","Favorite Songs","Favorite","TCAJB2492329","1m0OV76NWTl1pU5ISd6Evf"
"Enamorado tuyo","El Cuarteto De Nos","Porfiado","Favorite Songs","Favorite","ARF111200009","35LdDKNMwvKftENaj1WIwF"
"Think Like They Book Say","Saul Williams","MartyrLoserKing","Favorite Songs","Favorite","US4HB1500005","3xgOBfYryzXoSoJcOWmXCt"
"Фея лени","Mad Show Boys","Чудо из ниоткуда","Favorite Songs","Favorite","LVL152003122","2qXhzYdxWjYH0tvqf4ZO81"
"Julie & The Moth Man","Kasabian","Underdog","Favorite Songs","Favorite","GBARL0901353","2YaoAPY6FMRNXgfKWu9UJM"
"Смелость","ЖЩ","Дизмораль","Favorite Songs","Favorite","TCAFY2158501","0czQkm0aXzII4qjPQ6SybP"
"White Noise","God Lives Underwater","Up Off The Floor","Favorite Songs","Favorite","ES6880400530","3SYagmcneZM40QJbUNDn86"
"It's Going Down Now","高橋あず美","Persona 3 Reload Original Soundtrack","Favorite Songs","Favorite","JPK652300130","3znIACSXPLn3HFCf7moZ28"
"Миф","Dolphin","ПРОЩАЙ ОРУЖИЕ","Favorite Songs","Favorite","RUA742301908","6fCoNRw9T0cEsY4r9bWOCa"
"I've Had Enough of You (Original Game Soundtrack)","Billie Bust Up","I've Had Enough of You (Original Game Soundtrack)","Favorite Songs","Favorite","QZNWX2086016","5ZgRutE3ZxDJXYM1uSpz3W"
"Spit It Out","IAMX","The Alternative","Favorite Songs","Favorite","DEBC40600114","3s8yNPyoTkWrva3cFJw4y7"
"Detroit and Only Halfway Thru the Tour","EURINGER","EURINGER","Favorite Songs","Favorite","US57M1811609","6W1vXxHurY9G63C9WYDa1U"
"Oleander","Mother Mother","Eureka","Favorite Songs","Favorite","CAL451028711","3hNy5TMbsmBVv4MmV2hdy7"
"Nothing Personal","Des Rocs","This is Our Life","Favorite Songs","Favorite","QMCE32000591","0wfgdpYNPfUZj4D35SybLR"
"Animal I Have Become","Three Days Grace","One-X","Favorite Songs","Favorite","USJI10600117","5eFxwmqKrHpSQDOEIFYlgY"
"Neo Tokyo","Perturbator","The Uncanny Valley","Favorite Songs","Favorite","TCACK1577656","2yOhhpMB3f8lU19bhV6a6C"
"La sentinelle","Luke","La tête en arrière","Favorite Songs","Favorite","FRW460400030","5k3NhWuNprfszujFV7OsbV"
"Creepy Crawler","Zombie Girl","Back From The Dead","Favorite Songs","Favorite","BEC260607701","3hoNWNGpZrwlSKSemkvgBu"
"Re: Stacks","Bon Iver","For Emma, Forever Ago","Favorite Songs","Favorite","US38Y0811509","20AC70RUlVz6A6dCcQ5tRS"
"Stay Soft","Mitski","Laurel Hell","Favorite Songs","Favorite","USJ5G2125003","07zVQBJfbOuaAhpT3stRFL"
"The Greatest Show Unearthed","Creature Feature","The Greatest Show Unearthed","Favorite Songs","Favorite","QMUFZ1100021","5YEkxfNMTHkfoYlh4d1Y7b"
"Seven Nation Army - The Glitch Mob Remix","The White Stripes","Seven Nation Army (The Glitch Mob Remix)","Favorite Songs","Favorite","US3JJ1900534","4IiuExPFijOGZnVxGsKWcc"
"Гимн обреченных","Nogu Svelo!","Ампутация","Favorite Songs","Favorite","TCAGO2274319","3aYg0O8TdBxygiHA9VW6bE"
"Sugar","System Of A Down","System Of A Down (Deluxe Version)","Favorite Songs","Favorite","USSM19800759","31RTFPrB7wmYBhlkM2ILXG"
"Stay Soft","Mitski","Laurel Hell","ПРЛ","Playlist","USJ5G2125003","07zVQBJfbOuaAhpT3stRFL"
"Animal I Have Become","Three Days Grace","One-X","ПРЛ","Playlist","USJI10600117","5eFxwmqKrHpSQDOEIFYlgY"
"White Noise","God Lives Underwater","Up Off The Floor","ПРЛ","Playlist","ES6880400530","3SYagmcneZM40QJbUNDn86"
"Я буду жить","Dolphin","Глубина резкости","ПРЛ","Playlist","QMFMG1593558","7ioJ6OmrcEgSFY9k1m0I5u"
"Пока не станет плохо","ЖЩ","Пустота","ПРЛ","Playlist","TCAJB2492329","1m0OV76NWTl1pU5ISd6Evf"
"Sick of The Silence","Mother Mother","Inside","ПРЛ","Playlist","CAW112000407","41eXGUwpvve6nf3PfsHGpn"
"System","Archive","Lights","ПРЛ","Playlist","GBEYA0600087","3PSV7DLtihjxqaX11alj5F"
"Fuck U","Archive","Noise","ПРЛ","Playlist","GBEYA0300035","34ebeHWIGQrAt99L1R2Kyn"
"Hurt","Nine Inch Nails","The Downward Spiral","ПРЛ","Playlist","USIR19400538","27tX58NOpv1YKQ0abW7EPy"
"Every Day Is Exactly The Same","Nine Inch Nails","With Teeth (Bonus Tracks)","ПРЛ","Playlist","USIR10500485","11sSvwrDX5BBUhbBZRKUxy"
"You Know What You Are?","Nine Inch Nails","With Teeth (Bonus Tracks)","ПРЛ","Playlist","USIR10500494","0U6jqwQOqeUdcXJVQyDljQ"
"Only","Nine Inch Nails","With Teeth (Bonus Tracks)","ПРЛ","Playlist","USIR10500488","72X2RPQiMoOjQrdI2B9Olu"
"Lie","Black Light Burns","Cruel Melody","ПРЛ","Playlist","TCABF1292252","79Ed3mO1l2QtAwmmdsbwD7"
"You're in Love with a Psycho","Kasabian","For Crying Out Loud (Deluxe)","ПРЛ","Playlist","GBARL1700369","0AJhcuRl3i1FfPNr88ZScv"
"я очень устал","Pasosh","Пасош (Демо)","ПРЛ","Playlist","QMFME1998996","2dLdCIXjQ5W6QqJBRAVZfN"
"Hey Man, Nice Shot - Remastered Version","Filter","Short Bus","ПРЛ","Playlist","USRE10900236","1IyHPt3b6BrhdMwNyk0VM0"
"Love Hurt Bleed","Gary Numan","Splinter (Songs from a Broken Mind)","ПРЛ","Playlist","GBCEJ1300287","0vUZstVWslnjMDN91aoWfc"
"Aerials","System Of A Down","Toxicity","ПРЛ","Playlist","USSM10107264","4e9eGQYsOiBcftrWXwsVco"
"I Dreamed I Dream","Sonic Youth","Sonic Youth","ПРЛ","Playlist","USGF19970817","3ZSBXMcdSXbTnsivHfkb1e"
"Aggressivität","Wulfband","Wulfband","ПРЛ","Playlist","SEYFX1400911","2OIgijtaSo9hAvJJZsLbt3"
"Terrible Things","Brick + Mortar","Bangs","ПРЛ","Playlist","USUM71308358","7Dgt0TvvmEnKMRBoU8GF3C"
"Terrible Lie","Nine Inch Nails","Pretty Hate Machine","ПРЛ","Playlist","USUM70822794","3o1nX61oecxnqXieA2ma0U"
"KILL YOUR CONSCIENCE","Shinedown","ATTENTION ATTENTION","ПРЛ","Playlist","USAT21800622","7BpxYgVyRqa2UIDHX05JG6"
"Bullets","Archive","Controlling Crowds (Parts I-III)","ПРЛ","Playlist","GBEYA0800112","5zxJ3BZyd6BK2gX4b2RnB4"
"Good Morning, Captain","Slint","Spiderland","ПРЛ","Playlist","USTG39106406","1BNZMXjqqULiV0DmFU1B8S"
